id,"collection_date","movie_id","url","imdb_code","title","year","rating","runtime","genres","language","mpa_rating","download_count","like_count","rt_critics_score","rt_critics_rating","rt_audience_score","rt_audience_rating","date_uploaded","t_url_1","t_has_1","t_quality_1","t_resolution_1","t_framerate_1","t_seeds_1","t_peers_1","t_size_1","t_download_count_1","t_date_uploaded_1","t_url_2","t_has_2","t_quality_2","t_resolution_2","t_framerate_2","t_seeds_2","t_peers_2","t_size_2","t_download_count_2","t_date_uploaded_2","director_name","actors"
59039,"2015-10-20",279,"https://yts.to/movie/the-lion-king-1-12-2004","tt0318403","The Lion King 1 1/2",2004,6.6,77,"Animation,Comedy","English","G",191709,121,76,"Fresh",61,"Upright","2011-10-05 18:49:36","https://yts.to/torrent/download/E54916D6F9EA762EF8F6FF9FBC209E660EC47CFB.torrent","E54916D6F9EA762EF8F6FF9FBC209E660EC47CFB","720p","1280*720",23.976,75,19,"500.62 MB",190490,"2011-10-05 18:49:36","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Bradley Raymond","Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller"
59040,"2015-10-20",280,"https://yts.to/movie/the-big-lebowski-1998","tt0118715","The Big Lebowski",1998,8.2,117,"Comedy,Crime","English","R",183967,251,80,"Certified Fresh",94,"Upright","2011-10-05 21:03:40","https://yts.to/torrent/download/AD9A2DFB69015E4B1D6F6DCBE2B21AF0E6D19292.torrent","AD9A2DFB69015E4B1D6F6DCBE2B21AF0E6D19292","720p","1280*694",23.976,326,32,"651.13 MB",143155,"2011-10-05 21:03:40","https://yts.to/torrent/download/E8837464DC6A254F18F610E2AA0D61E008830413.torrent","E8837464DC6A254F18F610E2AA0D61E008830413","1080p","1920*1040",23.976,14,17,"1.50 GB",140030,"2012-08-22 14:18:15","Joel Coen","Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi"
59041,"2015-10-20",281,"https://yts.to/movie/mr-poppers-penguins-2011","tt1396218","Mr. Popper's Penguins",2011,6,94,"Comedy,Family","English","PG",105030,82,48,"Rotten",53,"Spilled","2011-10-05 22:13:46","https://yts.to/torrent/download/878FEFD5EFEC0AEE219C5DAD83C9FAF6BB9E07C4.torrent","878FEFD5EFEC0AEE219C5DAD83C9FAF6BB9E07C4","720p","1280*694",23.976,41,7,"655.26 MB",105030,"2011-10-05 22:13:46","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Mark Waters","Jim Carrey, Carla Gugino, Angela Lansbury, Ophelia Lovibond"
59042,"2015-10-20",282,"https://yts.to/movie/blood-the-last-vampire-2000","tt0275230","Blood: The Last Vampire",2000,6.7,48,"Animation,Action","English","Not Rated",71979,71,50,"Rotten",66,"Upright","2011-10-06 15:29:07","https://yts.to/torrent/download/0BF217D0B944561582E291B7B240C72C41E329A6.torrent","0BF217D0B944561582E291B7B240C72C41E329A6","720p","1280*694",23.976,29,4,"190.77 MB",71979,"2011-10-06 15:29:07","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Hiroyuki Kitakubo","Yuki Kudo, Saemi Nakamura, Joe Romersa, Rebecca Forstadt"
59043,"2015-10-20",283,"https://yts.to/movie/apt-pupil-1998","tt0118636","Apt Pupil",1998,6.7,111,"Drama,Thriller","English","R",32828,32,53,"Rotten",57,"Spilled","2011-10-06 16:42:36","https://yts.to/torrent/download/AFBC1B9FB7880F0BE60730B5F67D95A159CD9AAA.torrent","AFBC1B9FB7880F0BE60730B5F67D95A159CD9AAA","720p","1280*536",23.976,21,4,"751.44 MB",32828,"2011-10-06 16:42:36","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Bryan Singer","Ian McKellen, Brad Renfro, Joshua Jackson, Mickey Cottrell"
59044,"2015-10-20",284,"https://yts.to/movie/flubber-1997","tt0119137","Flubber",1997,5.1,93,"Comedy,Family","English","PG",88887,76,23,"Rotten",33,"Spilled","2011-10-06 16:42:41","https://yts.to/torrent/download/22E355BC68D2E2775C7D7A39D14225FFE5E927D6.torrent","22E355BC68D2E2775C7D7A39D14225FFE5E927D6","720p","1280*720",25,49,9,"647.47 MB",88887,"2011-10-06 16:42:41","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Les Mayfield","Robin Williams, Marcia Gay Harden, Christopher McDonald, Ted Levine"
59045,"2015-10-20",285,"https://yts.to/movie/lara-croft-tomb-raider-2001","tt0146316","Lara Croft: Tomb Raider",2001,5.7,100,"Action,Adventure","English","PG-13",131892,157,19,"Rotten",48,"Spilled","2011-10-06 16:43:08","https://yts.to/torrent/download/0ED6715111BE8C626917BC25D4784ECE3521DFD1.torrent","0ED6715111BE8C626917BC25D4784ECE3521DFD1","720p","1280*528",23.976,52,22,"699.21 MB",131892,"2011-10-06 16:43:08","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Simon West","Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor"
59046,"2015-10-20",286,"https://yts.to/movie/frequency-2000","tt0186151","Frequency",2000,7.3,118,"Crime,Drama","English","PG-13",69430,72,70,"Certified Fresh",81,"Upright","2011-10-06 16:42:44","https://yts.to/torrent/download/7EDA7D12F1354E6981A1095C593A145B20CCA11C.torrent","7EDA7D12F1354E6981A1095C593A145B20CCA11C","720p","1280*720",23.976,35,6,"699.42 MB",69430,"2011-10-06 16:42:44","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Gregory Hoblit","Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell"
59047,"2015-10-20",287,"https://yts.to/movie/into-the-blue-2005","tt0378109","Into the Blue",2005,5.8,110,"Action,Adventure","English","PG-13",88747,96,21,"Rotten",57,"Spilled","2011-10-06 16:42:56","https://yts.to/torrent/download/44B67D97BA12DF420505B38566CD7895FCC7ED94.torrent","44B67D97BA12DF420505B38566CD7895FCC7ED94","720p","1280*544",23.976,75,11,"750.17 MB",88747,"2011-10-06 16:42:56","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","John Stockwell","Paul Walker, Jessica Alba, Scott Caan, Ashley Scott"
59048,"2015-10-20",288,"https://yts.to/movie/max-payne-2008","tt0467197","Max Payne",2008,5.4,100,"Action,Crime","English","PG-13",96469,114,16,"Rotten",30,"Spilled","2011-10-06 16:43:12","https://yts.to/torrent/download/CD25976D8ACD80F78F365C09B6DB26C9018F300F.torrent","CD25976D8ACD80F78F365C09B6DB26C9018F300F","720p","1280*536",23.976,35,3,"652.42 MB",96469,"2011-10-06 16:43:12","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","John Moore","Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris"
59049,"2015-10-20",289,"https://yts.to/movie/this-is-england-2006","tt0480025","This Is England",2006,7.7,101,"Crime,Drama","English","Unrated",53220,50,93,"Certified Fresh",90,"Upright","2011-10-06 16:43:38","https://yts.to/torrent/download/BC9D9FC97F65E8E5CD7311ACF32ADC5547B301B6.torrent","BC9D9FC97F65E8E5CD7311ACF32ADC5547B301B6","720p","1280*688",23.976,49,3,"549.15 MB",53220,"2011-10-06 16:43:38","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Shane Meadows","Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim"
59050,"2015-10-20",290,"https://yts.to/movie/something-borrowed-2011","tt0491152","Something Borrowed",2011,5.9,112,"Comedy,Drama","English","PG-13",58983,47,0,"None",0,"None","2011-10-06 16:43:20","https://yts.to/torrent/download/50FB4C8B88B5DB4595065D28B52AF86F59AEE26E.torrent","50FB4C8B88B5DB4595065D28B52AF86F59AEE26E","720p","1280*720",23.976,102,13,"701.69 MB",58983,"2011-10-06 16:43:20","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Luke Greenfield","Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski"
59051,"2015-10-20",291,"https://yts.to/movie/the-conspirator-2010","tt0968264","The Conspirator",2010,7,122,"Crime,Drama","English","PG-13",39051,39,55,"Rotten",62,"Upright","2011-10-06 16:43:33","https://yts.to/torrent/download/62D0A149B55C089D6C365032A2FF0B856A9A3801.torrent","62D0A149B55C089D6C365032A2FF0B856A9A3801","720p","1280*536",23.976,24,1,"751.53 MB",39051,"2011-10-06 16:43:33","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Robert Redford","Robin Wright, James McAvoy, Tom Wilkinson, Kevin Kline"
59052,"2015-10-20",292,"https://yts.to/movie/hanna-2011","tt0993842","Hanna",2011,6.8,111,"Action,Adventure","English","PG-13",116179,106,71,"Fresh",66,"Upright","2011-10-06 16:42:50","https://yts.to/torrent/download/A487153E099E24B66E7F3D64F27C2B31E458EB90.torrent","A487153E099E24B66E7F3D64F27C2B31E458EB90","720p","1280*544",23.976,75,12,"699.28 MB",116179,"2011-10-06 16:42:50","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Joe Wright","Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps"
59053,"2015-10-20",293,"https://yts.to/movie/dylan-dog-dead-of-night-2010","tt1013860","Dylan Dog: Dead of Night",2010,5.1,107,"Comedy,Horror","English","PG-13",40982,28,8,"Rotten",29,"Spilled","2011-10-06 16:42:37","https://yts.to/torrent/download/F6672FC02DE32C0DCABCDDAD0F1D484FEE26DDCC.torrent","F6672FC02DE32C0DCABCDDAD0F1D484FEE26DDCC","720p","1280*544",23.976,9,0,"692.62 MB",40982,"2011-10-06 16:42:37","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Kevin Munroe","Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs"
59054,"2015-10-20",294,"https://yts.to/movie/jane-eyre-2011","tt1229822","Jane Eyre",2011,7.4,120,"Drama,Romance","English","PG-13",70116,78,84,"Certified Fresh",76,"Upright","2011-10-06 16:43:04","https://yts.to/torrent/download/B5C788FED4E94CF42E59AAB12543D3FF38BEC60A.torrent","B5C788FED4E94CF42E59AAB12543D3FF38BEC60A","720p","1280*694",23.976,58,11,"750.37 MB",70116,"2011-10-06 16:43:04","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Cary Fukunaga","Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot"
59055,"2015-10-20",295,"https://yts.to/movie/scream-4-2011","tt1262416","Scream 4",2011,6.2,111,"Horror,Mystery","English","R",74329,96,59,"Rotten",55,"Spilled","2011-10-06 16:43:14","https://yts.to/torrent/download/52F92D8B7BF5141CEF2843DBBF69B34A0C0FF65D.torrent","52F92D8B7BF5141CEF2843DBBF69B34A0C0FF65D","720p","1280*720",23.976,76,21,"651.10 MB",74329,"2011-10-06 16:43:14","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Wes Craven","Neve Campbell, Courteney Cox, David Arquette, Lucy Hale"
59056,"2015-10-20",296,"https://yts.to/movie/the-beaver-2011","tt1321860","The Beaver",2011,6.7,91,"Drama","English","PG-13",32122,47,61,"Fresh",55,"Spilled","2011-10-06 16:43:30","https://yts.to/torrent/download/9A98A5CADEA3EF31DE023FD45DBCC93B3CEC181B.torrent","9A98A5CADEA3EF31DE023FD45DBCC93B3CEC181B","720p","1280*536",23.976,20,5,"551.11 MB",32122,"2011-10-06 16:43:30","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Jodie Foster","Mel Gibson, Jodie Foster, Anton Yelchin, Cherry Jones"
59057,"2015-10-20",297,"https://yts.to/movie/the-perfect-host-2010","tt1334553","The Perfect Host",2010,6.8,93,"Comedy,Crime","English","R",34341,36,44,"Rotten",55,"Spilled","2011-10-06 16:43:36","https://yts.to/torrent/download/8EFFF063404DD598DFC3A0A14D8155F968211810.torrent","8EFFF063404DD598DFC3A0A14D8155F968211810","720p","1280*720",23.976,8,7,"599.95 MB",34341,"2011-10-06 16:43:36","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Nick Tomnay","David Hyde Pierce, Clayne Crawford, Nathaniel Parker, Tyrees Allen"
59058,"2015-10-20",298,"https://yts.to/movie/tactical-force-2011","tt1458915","Tactical Force",2011,4.8,91,"Action,Comedy","English","R",41086,28,0,"None",0,"None","2011-10-06 16:43:27","https://yts.to/torrent/download/90A5FCAF864F923C30F8E7D9999D1536523656AB.torrent","90A5FCAF864F923C30F8E7D9999D1536523656AB","720p","1280*720",23.976,11,4,"599.59 MB",41086,"2011-10-06 16:43:27","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Adamo P. Cultraro","Steve Austin, Michael Shanks, Michael Jai White, Adrian Holmes"
59059,"2015-10-20",299,"https://yts.to/movie/stake-land-2010","tt1464580","Stake Land",2010,6.5,98,"Drama,Horror","English","R",58183,67,75,"Certified Fresh",62,"Upright","2011-10-06 16:43:24","https://yts.to/torrent/download/6CBCCEE99EFFEB17A8728444C4B7207B8D343A3F.torrent","6CBCCEE99EFFEB17A8728444C4B7207B8D343A3F","720p","1280*536",23.976,30,4,"650.68 MB",58183,"2011-10-06 16:43:24","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Jim Mickle","Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones"
59060,"2015-10-20",300,"https://yts.to/movie/super-2010","tt1512235","Super",2010,6.8,96,"Comedy,Crime","English","R",56712,73,48,"Rotten",55,"Spilled","2011-10-06 16:43:26","https://yts.to/torrent/download/602DA42512677BF5EC0F222E0E4493099486B9E3.torrent","602DA42512677BF5EC0F222E0E4493099486B9E3","720p","1280*688",23.976,40,6,"649.29 MB",56712,"2011-10-06 16:43:26","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","James Gunn","Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon"
59061,"2015-10-20",301,"https://yts.to/movie/trust-2010","tt1529572","Trust",2010,7,106,"Crime,Drama","English","R",57018,53,78,"Certified Fresh",65,"Upright","2011-10-06 16:43:40","https://yts.to/torrent/download/61C6480C76E1A01E7EC1C26E129BB8FCEAB43074.torrent","61C6480C76E1A01E7EC1C26E129BB8FCEAB43074","720p","1280*528",23.976,43,11,"650.47 MB",57018,"2011-10-06 16:43:40","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","David Schwimmer","Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke"
59062,"2015-10-20",302,"https://yts.to/movie/punch-drunk-love-2002","tt0272338","Punch-Drunk Love",2002,7.3,95,"Comedy,Drama","English","R",72109,73,79,"Certified Fresh",77,"Upright","2011-10-06 19:25:53","https://yts.to/torrent/download/84768DDED4F17DB3AA2DAF63DEB9A53879786486.torrent","84768DDED4F17DB3AA2DAF63DEB9A53879786486","720p","1280*720",23.976,66,11,"650.67 MB",72109,"2011-10-06 19:25:53","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Paul Thomas Anderson","Adam Sandler, Emily Watson, Philip Seymour Hoffman, Jason Andrews"
59063,"2015-10-20",303,"https://yts.to/movie/freerunner-2011","tt1579232","Freerunner",2011,3.8,87,"Action","English","R",40964,27,0,"None",17,"Spilled","2011-10-07 03:35:38","https://yts.to/torrent/download/32E8360E86BC7583AE979BD33B2765E35F9A7482.torrent","32E8360E86BC7583AE979BD33B2765E35F9A7482","720p","1280*544",23.976,6,3,"601.50 MB",40964,"2011-10-07 03:35:38","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Lawrence Silverstein","Sean Faris, Tamer Hassan, Rebecca Da Costa, Danny Dyer"
59064,"2015-10-20",304,"https://yts.to/movie/dazed-and-confused-1993","tt0106677","Dazed and Confused",1993,7.7,102,"Comedy","English","R",78308,64,94,"Certified Fresh",90,"Upright","2011-10-07 12:50:17","https://yts.to/torrent/download/FDF79AB137D86309E7F6CFA957F9AD4C9C8A33F7.torrent","FDF79AB137D86309E7F6CFA957F9AD4C9C8A33F7","720p","1280*720",23.976,90,8,"650.89 MB",78308,"2011-10-07 12:50:17","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Richard Linklater","Jason London, Wiley Wiggins, Matthew McConaughey, Rory Cochrane"
59065,"2015-10-20",305,"https://yts.to/movie/kung-fu-panda-2008","tt0441773","Kung Fu Panda",2008,7.6,92,"Animation,Action","English","PG",237495,232,87,"Certified Fresh",82,"Upright","2011-10-08 02:20:29","https://yts.to/torrent/download/EC4DC3FDAACDB5711C92DAF683D72F89FA9838AC.torrent","EC4DC3FDAACDB5711C92DAF683D72F89FA9838AC","720p","1280*544",23.976,185,57,"601.87 MB",237495,"2011-10-08 02:20:29","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Mark Osborne, John Stevenson","Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman"
59066,"2015-10-20",306,"https://yts.to/movie/chaplin-1992","tt0103939","Chaplin",1992,7.6,143,"Biography,Drama","English","PG-13",69357,92,57,"Rotten",81,"Upright","2011-10-08 16:24:37","https://yts.to/torrent/download/D05AA151264F064F3B81CBDCA9A401AAF1AEBC76.torrent","D05AA151264F064F3B81CBDCA9A401AAF1AEBC76","720p","1280*688",23.976,46,14,"751.95 MB",69357,"2011-10-08 16:24:37","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Richard Attenborough","Robert Downey Jr., Geraldine Chaplin, Paul Rhys, John Thaw"
59067,"2015-10-20",307,"https://yts.to/movie/eraser-1996","tt0116213","Eraser",1996,6,115,"Action,Drama","English","R",63301,52,36,"Rotten",39,"Spilled","2011-10-09 16:56:14","https://yts.to/torrent/download/2D598A6BE7FD8AC379548BAD74BC94BEAF0A6F2A.torrent","2D598A6BE7FD8AC379548BAD74BC94BEAF0A6F2A","720p","1280*528",23.976,38,13,"650.88 MB",63301,"2011-10-09 16:56:14","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Chuck Russell","Arnold Schwarzenegger, Vanessa Williams, James Caan, James Coburn"
59068,"2015-10-20",308,"https://yts.to/movie/superman-1978","tt0078346","Superman",1978,7.3,127,"Action,Drama","English","PG",102753,100,93,"Certified Fresh",86,"Upright","2011-10-09 19:44:41","https://yts.to/torrent/download/525CC26ACBBF6847FC930270F5EDC1CF91FF800B.torrent","525CC26ACBBF6847FC930270F5EDC1CF91FF800B","720p","1280*534",23.976,83,13,"754.38 MB",102753,"2011-10-09 19:44:41","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Richard Donner","Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando"
59069,"2015-10-20",309,"https://yts.to/movie/superman-ii-1980","tt0081573","Superman II",1980,6.8,116,"Action,Romance","English","PG",86678,86,89,"Certified Fresh",75,"Upright","2011-10-09 19:44:37","https://yts.to/torrent/download/A573B56A592CD7504B0641CC19AC5DCD6827E62F.torrent","A573B56A592CD7504B0641CC19AC5DCD6827E62F","720p","1280*534",23.976,53,16,"698.81 MB",86678,"2011-10-09 19:44:37","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Richard Lester","Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty"
59070,"2015-10-20",310,"https://yts.to/movie/superman-iii-1983","tt0086393","Superman III",1983,4.9,125,"Action,Comedy","English","PG",77203,72,26,"Rotten",23,"Spilled","2011-10-09 19:44:33","https://yts.to/torrent/download/4D039F6B1EC495E0F3A0E9C02521A91FC273021E.torrent","4D039F6B1EC495E0F3A0E9C02521A91FC273021E","720p","1280*534",23.976,42,8,"700.94 MB",77203,"2011-10-09 19:44:33","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Richard Lester","Christopher Reeve, Richard Pryor, Margot Kidder, Jackie Cooper"
59071,"2015-10-20",311,"https://yts.to/movie/superman-iv-the-quest-for-peace-1987","tt0094074","Superman IV: The Quest for Peace",1987,3.7,90,"Action,Adventure","English","PG",74710,75,12,"Rotten",16,"Spilled","2011-10-09 19:44:29","https://yts.to/torrent/download/E5BEE8A02652A1ACF709C4839FADD169AB26A172.torrent","E5BEE8A02652A1ACF709C4839FADD169AB26A172","720p","1280*534",23.976,20,7,"699.59 MB",74710,"2011-10-09 19:44:29","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Sidney J. Furie","Christopher Reeve, Gene Hackman, Margot Kidder, Jackie Cooper"
59072,"2015-10-20",312,"https://yts.to/movie/superman-returns-2006","tt0348150","Superman Returns",2006,6.1,154,"Action,Adventure","English","PG-13",134971,152,76,"Certified Fresh",61,"Upright","2011-10-09 19:44:26","https://yts.to/torrent/download/15DB22FD2798C3FAEF80BB930377384498B5EE71.torrent","15DB22FD2798C3FAEF80BB930377384498B5EE71","720p","1280*534",23.976,90,21,"751.50 MB",134971,"2011-10-09 19:44:26","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Bryan Singer","Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden"
59073,"2015-10-20",313,"https://yts.to/movie/horrible-bosses-2011","tt1499658","Horrible Bosses",2011,6.9,98,"Comedy,Crime","English","R",367093,268,69,"Fresh",70,"Upright","2011-10-10 01:30:07","https://yts.to/torrent/download/DF9323E324EACF80B4FE7741EFD30F657331219D.torrent","DF9323E324EACF80B4FE7741EFD30F657331219D","720p","1280*536",23.976,209,50,"698.79 MB",328781,"2011-10-10 01:30:07","https://yts.to/torrent/download/A437EB6825720E780C4C33063476499EC6B57276.torrent","A437EB6825720E780C4C33063476499EC6B57276","1080p","1920*800",23.976,125,40,"1.44 GB",38312,"2015-04-16 05:02:01","Seth Gordon","Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe"
59074,"2015-10-20",314,"https://yts.to/movie/the-devil-wears-prada-2006","tt0458352","The Devil Wears Prada",2006,6.8,109,"Comedy,Drama","English","PG-13",126181,118,75,"Certified Fresh",76,"Upright","2011-10-11 16:46:47","https://yts.to/torrent/download/2B46AB5F832EDABFA4C052EC054C702AC430E7AD.torrent","2B46AB5F832EDABFA4C052EC054C702AC430E7AD","720p","1280*544",23.976,200,45,"701.15 MB",126181,"2011-10-11 16:46:47","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","David Frankel","Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt"
59075,"2015-10-20",315,"https://yts.to/movie/x-night-of-vengeance-2011","tt1661099","X: Night of Vengeance",2011,5.6,90,"Crime,Drama","English","Not Rated",81918,46,69,"Fresh",37,"Spilled","2011-10-12 10:29:00","https://yts.to/torrent/download/9ED334DF533BECC17EFE5F98E729EDBBAA9A1227.torrent","9ED334DF533BECC17EFE5F98E729EDBBAA9A1227","720p","1280*720",23.976,10,6,"601.41 MB",61342,"2011-10-12 10:29:00","https://yts.to/torrent/download/FD4125A3603AD2DCCAE8A2A9D1809D730BB4AEC3.torrent","FD4125A3603AD2DCCAE8A2A9D1809D730BB4AEC3","1080p","1920*1080",23.976,27,10,"1.24 GB",20576,"2015-04-19 06:11:24","Jon Hewitt","Viva Bianca, Hanna Mangan Lawrence, Peter Docker, Stephen Phillips"
59076,"2015-10-20",316,"https://yts.to/movie/the-kid-1921","tt0012349","The Kid",1921,8.4,68,"Comedy,Drama","English","Not Rated",83427,117,100,"Fresh",96,"Upright","2011-10-12 10:46:41","https://yts.to/torrent/download/0697BC07EBC5914085C2A3BCE646509086BF6265.torrent","0697BC07EBC5914085C2A3BCE646509086BF6265","720p","960*720",23.976,50,10,"300.93 MB",83427,"2011-10-12 10:46:41","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Charles Chaplin","Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller"
59077,"2015-10-20",317,"https://yts.to/movie/red-state-2011","tt0873886","Red State",2011,6.2,88,"Action,Crime","English","R",68067,63,58,"Rotten",54,"Spilled","2011-10-12 23:51:13","https://yts.to/torrent/download/D3E0868A3C6214DFBF53305DF74DFDAB1379673C.torrent","D3E0868A3C6214DFBF53305DF74DFDAB1379673C","720p","1280*688",23.976,4,1,"550.94 MB",58268,"2011-10-12 23:51:13","https://yts.to/torrent/download/6BC0395D3282AF1C57028B6C5BFD93C59B357734.torrent","6BC0395D3282AF1C57028B6C5BFD93C59B357734","1080p","1920*1040",23.976,37,3,"1.24 GB",46394,"2014-09-20 12:23:04","Kevin Smith","Michael Parks, Melissa Leo, John Goodman, Michael Angarano"
59078,"2015-10-20",318,"https://yts.to/movie/flypaper-2011","tt1541160","Flypaper",2011,6.4,87,"Comedy,Crime","English","MA",59924,52,17,"Rotten",41,"Spilled","2011-10-13 13:31:39","https://yts.to/torrent/download/4D83F29BBF179F2A1B0DD78334513A3527896F20.torrent","4D83F29BBF179F2A1B0DD78334513A3527896F20","720p","1280*544",23.976,31,6,"551.90 MB",59924,"2011-10-13 13:31:39","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Rob Minkoff","Patrick Dempsey, Ashley Judd, Tim Blake Nelson, Mekhi Phifer"
